billofmaterialsid,productassemblyid,componentid,startdate,enddate,unitmeasurecode,bomlevel,perassemblyqty,modifieddate
1119,753.0,519,2010-05-26 00:00:00,2010-07-25 00:00:00,EA ,1,2.0,2010-07-25 00:00:00
931,753.0,519,2010-07-26 00:00:00,,EA ,1,1.0,2010-07-12 00:00:00
3334,753.0,721,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
490,753.0,807,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
97,753.0,813,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
3080,753.0,820,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
3126,753.0,828,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
2129,753.0,894,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
3086,753.0,907,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
3339,753.0,940,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
1765,753.0,945,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
3331,753.0,948,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
1763,753.0,951,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
868,753.0,952,2010-05-26 00:00:00,,EA ,1,1.0,2010-05-12 00:00:00
1760,753.0,996,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
139,754.0,518,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
3347,754.0,734,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
1298,754.0,806,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
496,754.0,812,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
1776,754.0,819,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
1818,754.0,827,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
2131,754.0,894,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
499,754.0,907,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
497,754.0,939,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
1774,754.0,945,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
3345,754.0,948,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
2098,754.0,950,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
881,754.0,952,2010-05-26 00:00:00,,EA ,1,1.0,2010-05-12 00:00:00
2238,754.0,995,2010-07-08 00:00:00,2010-09-06 00:00:00,EA ,1,2.0,2010-09-06 00:00:00
2096,754.0,995,2010-09-07 00:00:00,,EA ,1,1.0,2010-08-24 00:00:00
3395,755.0,518,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
2818,755.0,735,2010-09-15 00:00:00,,EA ,1,1.0,2010-09-01 00:00:00
1311,755.0,806,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
502,755.0,812,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
1785,755.0,819,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
1348,755.0,827,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
2463,755.0,894,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
507,755.0,907,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
505,755.0,939,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
1784,755.0,945,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
3354,755.0,948,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
2109,755.0,950,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
887,755.0,952,2010-05-26 00:00:00,,EA ,1,1.0,2010-05-12 00:00:00
2106,755.0,995,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
130,756.0,518,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
2750,756.0,731,2010-09-15 00:00:00,,EA ,1,1.0,2010-09-01 00:00:00
1685,756.0,806,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
3026,756.0,812,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
1505,756.0,819,2010-06-09 00:00:00,2010-08-08 00:00:00,EA ,1,2.0,2010-08-08 00:00:00
1231,756.0,819,2010-08-09 00:00:00,,EA ,1,1.0,2010-07-26 00:00:00
1808,756.0,827,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
2122,756.0,894,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
3032,756.0,907,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
3029,756.0,939,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
1227,756.0,945,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
39,756.0,948,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
2338,756.0,950,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
2741,756.0,952,2010-09-15 00:00:00,,EA ,1,1.0,2010-09-01 00:00:00
2331,756.0,995,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
3386,757.0,518,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
2379,757.0,732,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
1719,757.0,806,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
3048,757.0,812,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
1252,757.0,819,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
1340,757.0,827,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
2458,757.0,894,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
3055,757.0,907,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
3052,757.0,939,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
1246,757.0,945,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
279,757.0,948,2010-03-04 00:00:00,2010-05-03 00:00:00,EA ,1,2.0,2010-05-03 00:00:00
58,757.0,948,2010-05-04 00:00:00,,EA ,1,1.0,2010-04-20 00:00:00
2369,757.0,950,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
2763,757.0,952,2010-09-15 00:00:00,,EA ,1,1.0,2010-09-01 00:00:00
2587,757.0,995,2010-08-05 00:00:00,2010-10-04 00:00:00,EA ,1,2.0,2010-10-04 00:00:00
2358,757.0,995,2010-10-05 00:00:00,,EA ,1,1.0,2010-09-21 00:00:00
135,758.0,518,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
1273,758.0,733,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
1945,758.0,806,2010-06-19 00:00:00,2010-08-18 00:00:00,EA ,1,2.0,2010-08-18 00:00:00
1748,758.0,806,2010-08-19 00:00:00,,EA ,1,1.0,2010-08-05 00:00:00
3070,758.0,812,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
1275,758.0,819,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
1814,758.0,827,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
2127,758.0,894,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
3076,758.0,907,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
3073,758.0,939,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
1270,758.0,945,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
78,758.0,948,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
2401,758.0,950,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
2785,758.0,952,2010-09-15 00:00:00,,EA ,1,1.0,2010-09-01 00:00:00
2392,758.0,995,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
540,759.0,517,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
2438,759.0,728,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
1297,759.0,806,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
1296,759.0,811,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
2243,759.0,818,2010-07-08 00:00:00,2010-09-06 00:00:00,EA ,1,2.0,2010-09-06 00:00:00
2102,759.0,818,2010-09-07 00:00:00,,EA ,1,1.0,2010-08-24 00:00:00
2146,759.0,826,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
2130,759.0,894,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
498,759.0,907,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
1300,759.0,938,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
1773,759.0,945,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
3344,759.0,948,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
2097,759.0,950,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
1079,759.0,952,2010-05-26 00:00:00,2010-07-25 00:00:00,EA ,1,2.0,2010-07-25 00:00:00
880,759.0,952,2010-07-26 00:00:00,,EA ,1,1.0,2010-07-12 00:00:00
2809,759.0,994,2010-09-15 00:00:00,,EA ,1,1.0,2010-09-01 00:00:00
3133,760.0,517,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
1307,760.0,729,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
1310,760.0,806,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
1309,760.0,811,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
2112,760.0,818,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
2475,760.0,826,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
2462,760.0,894,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
506,760.0,907,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
1312,760.0,938,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
1783,760.0,945,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
3353,760.0,948,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
2108,760.0,950,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
886,760.0,952,2010-05-26 00:00:00,,EA ,1,1.0,2010-05-12 00:00:00
2813,760.0,994,2010-09-15 00:00:00,,EA ,1,1.0,2010-09-01 00:00:00
542,761.0,517,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
510,761.0,730,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
1322,761.0,806,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
1321,761.0,811,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
2118,761.0,818,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
2149,761.0,826,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
2133,761.0,894,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
513,761.0,907,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
1323,761.0,938,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
1792,761.0,945,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
3360,761.0,948,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
2116,761.0,950,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
894,761.0,952,2010-05-26 00:00:00,,EA ,1,1.0,2010-05-12 00:00:00
2821,761.0,994,2010-09-15 00:00:00,,EA ,1,1.0,2010-09-01 00:00:00
534,762.0,517,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
1230,762.0,725,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
1684,762.0,806,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
1682,762.0,811,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
2351,762.0,818,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
2138,762.0,826,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
2121,762.0,894,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
3031,762.0,907,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
1689,762.0,938,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
1226,762.0,945,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
273,762.0,948,2010-03-04 00:00:00,2010-05-03 00:00:00,EA ,1,2.0,2010-05-03 00:00:00
38,762.0,948,2010-05-04 00:00:00,,EA ,1,1.0,2010-04-20 00:00:00
2337,762.0,950,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
2740,762.0,952,2010-09-15 00:00:00,,EA ,1,1.0,2010-09-01 00:00:00
806,762.0,994,2010-05-26 00:00:00,,EA ,1,1.0,2010-05-12 00:00:00
3132,763.0,517,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
432,763.0,726,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
1718,763.0,806,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
1716,763.0,811,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
2382,763.0,818,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
2471,763.0,826,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
2457,763.0,894,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
3054,763.0,907,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
1723,763.0,938,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
1245,763.0,945,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
57,763.0,948,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
2368,763.0,950,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
2762,763.0,952,2010-09-15 00:00:00,,EA ,1,1.0,2010-09-01 00:00:00
1047,763.0,994,2010-05-26 00:00:00,2010-07-25 00:00:00,EA ,1,2.0,2010-07-25 00:00:00
826,763.0,994,2010-07-26 00:00:00,,EA ,1,1.0,2010-07-12 00:00:00
538,764.0,517,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
82,764.0,727,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
1747,764.0,806,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
1745,764.0,811,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
2601,764.0,818,2010-08-05 00:00:00,2010-10-04 00:00:00,EA ,1,2.0,2010-10-04 00:00:00
2413,764.0,818,2010-10-05 00:00:00,,EA ,1,1.0,2010-09-21 00:00:00
2142,764.0,826,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
2126,764.0,894,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
3075,764.0,907,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
1752,764.0,938,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
1269,764.0,945,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
77,764.0,948,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
2400,764.0,950,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
2784,764.0,952,2010-09-15 00:00:00,,EA ,1,1.0,2010-09-01 00:00:00
848,764.0,994,2010-05-26 00:00:00,,EA ,1,1.0,2010-05-12 00:00:00
1572,765.0,517,2010-06-09 00:00:00,2010-08-08 00:00:00,EA ,1,2.0,2010-08-08 00:00:00
1355,765.0,517,2010-08-09 00:00:00,,EA ,1,1.0,2010-07-26 00:00:00
2437,765.0,722,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
2440,765.0,806,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
2439,765.0,811,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
884,765.0,818,2010-05-26 00:00:00,,EA ,1,1.0,2010-05-12 00:00:00
1109,765.0,826,2010-05-26 00:00:00,2010-07-25 00:00:00,EA ,1,2.0,2010-07-25 00:00:00
923,765.0,826,2010-07-26 00:00:00,,EA ,1,1.0,2010-07-12 00:00:00
911,765.0,894,2010-05-26 00:00:00,,EA ,1,1.0,2010-05-12 00:00:00
1301,765.0,907,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
2441,765.0,938,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
2100,765.0,945,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
3092,765.0,948,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
1080,765.0,950,2010-05-26 00:00:00,2010-07-25 00:00:00,EA ,1,2.0,2010-07-25 00:00:00
883,765.0,950,2010-07-26 00:00:00,,EA ,1,1.0,2010-07-12 00:00:00
104,765.0,952,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
3340,765.0,994,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
1827,766.0,517,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
1306,766.0,723,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
2447,766.0,806,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
2446,766.0,811,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
889,766.0,818,2010-05-26 00:00:00,,EA ,1,1.0,2010-05-12 00:00:00
2850,766.0,826,2010-09-15 00:00:00,,EA ,1,1.0,2010-09-01 00:00:00
2839,766.0,894,2010-09-15 00:00:00,,EA ,1,1.0,2010-09-01 00:00:00
1314,766.0,907,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
2448,766.0,938,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
2111,766.0,945,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
3098,766.0,948,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
888,766.0,950,2010-05-26 00:00:00,,EA ,1,1.0,2010-05-12 00:00:00
108,766.0,952,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
3348,766.0,994,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
1573,767.0,517,2010-06-09 00:00:00,2010-08-08 00:00:00,EA ,1,2.0,2010-08-08 00:00:00
1356,767.0,517,2010-08-09 00:00:00,,EA ,1,1.0,2010-07-26 00:00:00
740,767.0,724,2010-03-18 00:00:00,2010-05-17 00:00:00,EA ,1,2.0,2010-05-17 00:00:00
509,767.0,724,2010-05-18 00:00:00,,EA ,1,1.0,2010-05-04 00:00:00
2453,767.0,806,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
2452,767.0,811,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
896,767.0,818,2010-05-26 00:00:00,,EA ,1,1.0,2010-05-12 00:00:00
1111,767.0,826,2010-05-26 00:00:00,2010-07-25 00:00:00,EA ,1,2.0,2010-07-25 00:00:00
924,767.0,826,2010-07-26 00:00:00,,EA ,1,1.0,2010-07-12 00:00:00
912,767.0,894,2010-05-26 00:00:00,,EA ,1,1.0,2010-05-12 00:00:00
1324,767.0,907,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
2454,767.0,938,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
2117,767.0,945,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
3105,767.0,948,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
895,767.0,950,2010-05-26 00:00:00,,EA ,1,1.0,2010-05-12 00:00:00
110,767.0,952,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
3359,767.0,994,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
1570,768.0,517,2010-06-09 00:00:00,2010-08-08 00:00:00,EA ,1,2.0,2010-08-08 00:00:00
1350,768.0,517,2010-08-09 00:00:00,,EA ,1,1.0,2010-07-26 00:00:00
1229,768.0,736,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
2041,768.0,806,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
2038,768.0,811,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
2751,768.0,818,2010-09-15 00:00:00,,EA ,1,1.0,2010-09-01 00:00:00
1105,768.0,826,2010-05-26 00:00:00,2010-07-25 00:00:00,EA ,1,2.0,2010-07-25 00:00:00
917,768.0,826,2010-07-26 00:00:00,,EA ,1,1.0,2010-07-12 00:00:00
902,768.0,894,2010-05-26 00:00:00,,EA ,1,1.0,2010-05-12 00:00:00
1693,768.0,907,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
2043,768.0,938,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
2579,768.0,945,2010-08-05 00:00:00,2010-10-04 00:00:00,EA ,1,2.0,2010-10-04 00:00:00
2344,768.0,945,2010-10-05 00:00:00,,EA ,1,1.0,2010-09-21 00:00:00
400,768.0,948,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
2744,768.0,950,2010-09-15 00:00:00,,EA ,1,1.0,2010-09-01 00:00:00
3251,768.0,952,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
32,768.0,994,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
1822,769.0,517,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
689,769.0,737,2010-03-18 00:00:00,2010-05-17 00:00:00,EA ,1,2.0,2010-05-17 00:00:00
431,769.0,737,2010-05-18 00:00:00,,EA ,1,1.0,2010-05-04 00:00:00
2065,769.0,806,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
2062,769.0,811,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
2772,769.0,818,2010-09-15 00:00:00,,EA ,1,1.0,2010-09-01 00:00:00
2845,769.0,826,2010-09-15 00:00:00,,EA ,1,1.0,2010-09-01 00:00:00
2833,769.0,894,2010-09-15 00:00:00,,EA ,1,1.0,2010-09-01 00:00:00
1728,769.0,907,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
2067,769.0,938,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
2376,769.0,945,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
427,769.0,948,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
2907,769.0,950,2010-09-15 00:00:00,2010-11-14 00:00:00,EA ,1,2.0,2010-11-14 00:00:00
2766,769.0,950,2010-11-15 00:00:00,,EA ,1,1.0,2010-11-01 00:00:00
3285,769.0,952,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
49,769.0,994,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
1571,770.0,517,2010-06-09 00:00:00,2010-08-08 00:00:00,EA ,1,2.0,2010-08-08 00:00:00
1353,770.0,517,2010-08-09 00:00:00,,EA ,1,1.0,2010-07-26 00:00:00
81,770.0,738,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
2083,770.0,806,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
2080,770.0,811,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
2793,770.0,818,2010-09-15 00:00:00,,EA ,1,1.0,2010-09-01 00:00:00
1107,770.0,826,2010-05-26 00:00:00,2010-07-25 00:00:00,EA ,1,2.0,2010-07-25 00:00:00
921,770.0,826,2010-07-26 00:00:00,,EA ,1,1.0,2010-07-12 00:00:00
909,770.0,894,2010-05-26 00:00:00,,EA ,1,1.0,2010-05-12 00:00:00
1947,770.0,907,2010-06-19 00:00:00,2010-08-18 00:00:00,EA ,1,2.0,2010-08-18 00:00:00
1757,770.0,907,2010-08-19 00:00:00,,EA ,1,1.0,2010-08-05 00:00:00
2223,770.0,938,2010-07-08 00:00:00,2010-09-06 00:00:00,EA ,1,2.0,2010-09-06 00:00:00
2085,770.0,938,2010-09-07 00:00:00,,EA ,1,1.0,2010-08-24 00:00:00
2408,770.0,945,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
458,770.0,948,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
2788,770.0,950,2010-09-15 00:00:00,,EA ,1,1.0,2010-09-01 00:00:00
3308,770.0,952,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
71,770.0,994,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
3128,771.0,516,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
3229,771.0,748,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
21,771.0,807,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
1495,771.0,810,2010-06-09 00:00:00,2010-08-08 00:00:00,EA ,1,2.0,2010-08-08 00:00:00
1212,771.0,810,2010-08-09 00:00:00,,EA ,1,1.0,2010-07-26 00:00:00
378,771.0,817,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
2468,771.0,825,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
1550,771.0,894,2010-06-09 00:00:00,2010-08-08 00:00:00,EA ,1,2.0,2010-08-08 00:00:00
1326,771.0,894,2010-08-09 00:00:00,,EA ,1,1.0,2010-07-26 00:00:00
3242,771.0,907,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
804,771.0,937,2010-05-26 00:00:00,,EA ,1,1.0,2010-05-12 00:00:00
3001,771.0,945,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
2008,771.0,948,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
2004,771.0,951,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
786,771.0,952,2010-05-26 00:00:00,,EA ,1,1.0,2010-05-12 00:00:00
1910,771.0,996,2010-06-19 00:00:00,2010-08-18 00:00:00,EA ,1,2.0,2010-08-18 00:00:00
1639,771.0,996,2010-08-19 00:00:00,,EA ,1,1.0,2010-08-05 00:00:00
533,772.0,516,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
1676,772.0,739,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
